Country Name,Country Code,Region,IncomeGroup,Year,Undernourishment %,CO2 (tons),Health Expenditure %,Education Expenditure %,Unemployment %,Injuries,Communicable,NonCommunicable,daly,Life Expectancy
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2015,22,17210,5,5,3,1157116,11220648,5880994,18258758,65
Cambodia,KHM,East Asia & Pacific,Lower middle income,2015,9,8430,6,3,0,522651,1843916,2970830,5337397,69
Kiribati,KIR,East Asia & Pacific,Lower middle income,2015,3,60,8,10,4,4668,17315,34201,56184,67
Kuwait,KWT,Middle East & North Africa,High income,2015,2,89020,4,5,2,73737,68379,494988,637104,75
Lebanon,LBN,Middle East & North Africa,Lower middle income,2015,6,27010,7,2,9,127415,134658,1074403,1336476,79
Liberia,LBR,Sub-Saharan Africa,Low income,2015,36,1260,11,2,2,110575,1544824,623188,2278587,62
Libya,LBY,Middle East & North Africa,Upper middle income,2015,2,51330,5,5,20,489228,143639,1121527,1754394,72
Sri Lanka,LKA,South Asia,Lower middle income,2015,5,20360,4,2,5,699874,604504,4175119,5479497,76
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2015,30,650,9,9,24,171049,1220945,448728,1840722,51
Lithuania,LTU,Europe & Central Asia,High income,2015,2,11070,6,4,9,162765,50525,984178,1197468,74
Luxembourg,LUX,Europe & Central Asia,High income,2015,2,9130,5,4,7,13320,5696,120553,139569,82
Latvia,LVA,Europe & Central Asia,High income,2015,2,7320,6,5,10,90434,37828,678284,806546,74
Morocco,MAR,Middle East & North Africa,Lower middle income,2015,4,60410,5,5,9,1142433,1817540,7138702,10098675,76
Monaco,MCO,Europe & Central Asia,High income,2015,2,10,2,5,4,965,525,12108,13598,75
Moldova,MDA,Europe & Central Asia,Upper middle income,2015,2,8020,9,6,5,170276,118837,1223333,1512446,71
Madagascar,MDG,Sub-Saharan Africa,Low income,2015,40,3280,5,2,2,577488,6588261,3673974,10839723,66
Maldives,MDV,South Asia,Upper middle income,2015,2,1370,9,4,7,7168,17052,56389,80609,78
Mexico,MEX,Latin America & Caribbean,Upper middle income,2015,5,471630,6,5,4,4400865,3957338,22899108,31257311,75
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2015,2,150,17,18,4,2583,4272,13907,20762,75
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2015,3,7410,6,5,26,58626,36781,635926,731333,75
Mali,MLI,Sub-Saharan Africa,Low income,2015,3,3650,4,4,8,734244,10713095,3002250,14449589,58
Malta,MLT,Middle East & North Africa,High income,2015,2,1660,9,5,5,8838,5607,102832,117277,82
Myanmar,MMR,East Asia & Pacific,Lower middle income,2015,4,19040,5,2,1,1909909,6326943,12138061,20374913,66
Montenegro,MNE,Europe & Central Asia,Upper middle income,2015,2,2360,9,5,18,21220,7759,180160,209139,76
Mongolia,MNG,East Asia & Pacific,Lower middle income,2015,8,17300,4,4,5,172002,188604,741458,1102064,69
Northern Mariana Islands,MNP,East Asia & Pacific,High income,2015,2,10,5,5,4,1549,1287,12035,14871,75
Mozambique,MOZ,Sub-Saharan Africa,Low income,2015,30,5520,7,6,3,956260,12955070,4054042,17965372,57
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2015,8,3560,4,5,10,106015,698992,485737,1290744,64
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2015,6,3960,6,5,7,30757,38611,331008,400376,74
Malawi,MWI,Sub-Saharan Africa,Low income,2015,16,930,9,6,6,425979,5286827,2318006,8030812,62
Malaysia,MYS,East Asia & Pacific,Upper middle income,2015,4,236540,4,5,3,766883,1255871,5069652,7092406,75
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2015,21,4200,10,10,21,100474,557023,354544,1012041,62
Niger,NER,Sub-Saharan Africa,Low income,2015,2,2110,5,4,1,777675,11346022,2926050,15049747,61
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2015,9,107760,4,5,4,5966517,87952360,29211555,123130432,53
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2015,19,5270,8,4,5,161530,239135,981964,1382629,74
Netherlands,NLD,Europe & Central Asia,High income,2015,2,157410,10,5,7,337596,185258,4035920,4558774,82
Norway,NOR,Europe & Central Asia,High income,2015,2,39490,10,8,4,119944,57807,1124877,1302628,82
Nepal,NPL,South Asia,Lower middle income,2015,5,7190,5,3,3,1391558,3235799,5255331,9882688,70
Nauru,NRU,East Asia & Pacific,High income,2015,2,60,14,6,4,617,921,2503,4041,75
New Zealand,NZL,East Asia & Pacific,High income,2015,2,32280,9,6,5,150693,45785,946018,1142496,81
Oman,OMN,Middle East & North Africa,High income,2015,8,70130,4,5,3,169320,108898,544615,822833,77
Pakistan,PAK,South Asia,Lower middle income,2015,13,164130,3,3,4,6002149,51760292,37884791,95647232,67
Panama,PAN,Latin America & Caribbean,High income,2015,8,10700,7,3,3,115378,161777,626215,903370,78
Peru,PER,Latin America & Caribbean,Upper middle income,2015,6,54550,5,4,3,844423,1708882,4707376,7260681,76
Philippines,PHL,East Asia & Pacific,Lower middle income,2015,10,111010,4,3,3,2978770,9108160,19672520,31759450,71
Palau,PLW,East Asia & Pacific,Upper middle income,2015,2,210,11,6,4,1019,1049,5880,7948,75
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2015,23,6510,2,5,2,384098,1865816,1785079,4034993,63
Poland,POL,Europe & Central Asia,High income,2015,2,289080,6,5,8,1437045,554390,10434504,12425939,77
Puerto Rico,PRI,Latin America & Caribbean,High income,2015,2,10,5,5,12,112754,79707,849291,1041752,79
Portugal,PRT,Europe & Central Asia,High income,2015,2,49850,9,5,12,220573,192592,2825714,3238879,81
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2015,7,6370,7,3,5,217588,270532,1097479,1585599,74
Qatar,QAT,Middle East & North Africa,High income,2015,2,84780,3,5,0,78921,29469,276810,385200,80
Romania,ROU,Europe & Central Asia,High income,2015,2,73320,5,3,7,712597,429050,6335571,7477218,75
Rwanda,RWA,Sub-Saharan Africa,Low income,2015,35,980,7,4,1,419560,2270929,1647264,4337753,67
Saudi Arabia,SAU,Middle East & North Africa,High income,2015,4,565190,6,5,6,2084340,653652,4881762,7619754,75
Sudan,SDN,Sub-Saharan Africa,Low income,2015,11,18710,7,5,17,1475783,5363737,6696063,13535583,64
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2015,11,9290,4,5,7,331271,3264834,2091107,5687212,67
Singapore,SGP,East Asia & Pacific,High income,2015,2,45430,4,3,4,88055,79423,805630,973108,83
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2015,18,310,5,10,1,38200,89797,170834,298831,72
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2015,26,910,20,3,5,276915,3511792,1292235,5080942,53
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2015,11,7000,8,4,4,559110,239722,1151285,1950117,72
San Marino,SMR,Europe & Central Asia,High income,2015,2,10,7,5,4,713,353,7660,8726,75
Somalia,SOM,Sub-Saharan Africa,Low income,2015,60,650,5,5,19,938597,8896476,2668800,12503873,56
Serbia,SRB,Europe & Central Asia,Upper middle income,2015,4,45390,9,4,18,274641,125281,2912925,3312847,75
South Sudan,SSD,Sub-Saharan Africa,Low income,2015,2,1970,5,1,12,464498,4297812,1307231,6069541,57
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2015,13,120,5,4,14,4163,19209,31084,54456,69
Suriname,SUR,Latin America & Caribbean,Upper middle income,2015,8,2720,6,6,7,23703,37634,126878,188215,71
Slovenia,SVN,Europe & Central Asia,High income,2015,2,13140,8,5,9,85613,21477,502403,609493,81
Sweden,SWE,Europe & Central Asia,High income,2015,2,39190,11,7,7,234619,101450,2325044,2661113,82
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2015,13,770,7,5,23,69806,448879,199982,718667,55
Seychelles,SYC,Sub-Saharan Africa,High income,2015,2,510,5,4,4,2935,4598,22231,29764,74
Chad,TCD,Sub-Saharan Africa,Low income,2015,28,2390,5,2,1,594022,8317417,2194597,11106036,53
Togo,TGO,Sub-Saharan Africa,Low income,2015,20,1830,5,5,2,236203,2405029,1081591,3722823,60
Thailand,THA,East Asia & Pacific,Upper middle income,2015,7,264000,4,4,1,2565361,2821774,14072331,19459466,76
Tajikistan,TJK,Europe & Central Asia,Lower middle income,2015,2,4900,7,5,8,235117,775728,1592468,2603313,70
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2015,3,73400,6,5,4,131258,339431,1113760,1584449,68
Tonga,TON,East Asia & Pacific,Upper middle income,2015,2,120,5,5,3,2141,5526,19986,27653,71
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2015,7,21330,6,3,2,52816,48408,336229,437453,73
Tunisia,TUN,Middle East & North Africa,Lower middle income,2015,2,30480,7,6,15,306138,282399,2184202,2772739,76
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2015,2,10,17,5,4,463,639,3134,4236,75
Tanzania,TZA,Sub-Saharan Africa,Lower middle income,2015,22,11690,4,4,2,1446560,15042935,7895135,24384630,63
Uganda,UGA,Sub-Saharan Africa,Low income,2015,2,4720,5,2,2,1094874,12166070,4971139,18232083,61
Ukraine,UKR,Europe & Central Asia,Lower middle income,2015,2,191070,8,6,9,2949060,1412923,18179883,22541866,71
Uruguay,URY,Latin America & Caribbean,High income,2015,2,6640,8,5,7,136599,76504,831734,1044837,77
United States,USA,North America,High income,2015,2,4990710,17,5,5,9767940,4915048,88510701,103193689,79
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2015,2,99170,5,5,5,1077251,2189290,6599659,9866200,71
Vietnam,VNM,East Asia & Pacific,Lower middle income,2015,8,220650,5,4,2,3137512,3771359,17852566,24761437,75
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2015,10,140,4,6,2,12433,26435,62843,101711,70
Samoa,WSM,East Asia & Pacific,Lower middle income,2015,4,240,6,5,9,6445,8807,41368,56620,73
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2015,5,424810,9,5,25,3056205,15134752,10134306,28325263,63
Zambia,ZMB,Sub-Saharan Africa,Low income,2015,2,4960,4,5,10,487046,5382022,2366658,8235726,62
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,2015,2,12430,7,6,5,558778,4914787,2183135,7656700,60
Afghanistan,AFG,South Asia,Low income,2016,22,5300,12,4,11,3994873,6411538,7138225,17544636,64
Angola,AGO,Sub-Saharan Africa,Lower middle income,2016,15,29760,3,3,7,1151526,7928961,3845106,12925593,60
Albania,ALB,Europe & Central Asia,Upper middle income,2016,5,4480,5,4,15,81528,55751,614035,751314,78
Andorra,AND,Europe & Central Asia,High income,2016,2,470,6,3,4,1962,762,17431,20155,75
United Arab Emirates,ARE,Middle East & North Africa,High income,2016,6,201080,3,5,2,381305,120197,1438908,1940410,77
Argentina,ARG,Latin America & Caribbean,Upper middle income,2016,3,183160,9,6,8,1437580,1493348,9356522,12287450,76
Armenia,ARM,Europe & Central Asia,Upper middle income,2016,3,5070,10,3,18,85975,75796,773728,935499,75
American Samoa,ASM,East Asia & Pacific,Upper middle income,2016,2,10,5,5,4,1486,1927,12720,16133,75
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2016,2,500,5,2,4,2130,2505,18713,23348,77
Australia,AUS,East Asia & Pacific,High income,2016,2,384990,9,5,6,715220,214190,4970102,5899512,82
Austria,AUT,Europe & Central Asia,High income,2016,2,63680,10,5,6,222292,74720,2209408,2506420,82
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2016,2,32240,4,3,5,246724,563664,2328940,3139328,72
Burundi,BDI,Sub-Saharan Africa,Low income,2016,2,440,8,5,2,490740,3687759,1500648,5679147,61
Belgium,BEL,Europe & Central Asia,High income,2016,2,94220,11,6,8,371660,165460,2789789,3326909,81
Benin,BEN,Sub-Saharan Africa,Lower middle income,2016,8,6740,3,3,2,410687,4413077,1823980,6647744,61
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2016,12,3700,6,5,4,926994,9357346,3878145,14162485,60
Bangladesh,BGD,South Asia,Lower middle income,2016,13,74380,2,2,4,3273604,13504963,26200587,42979154,72
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2016,4,41590,7,5,8,260108,118423,2889971,3268502,75
Bahrain,BHR,Middle East & North Africa,High income,2016,2,30300,5,3,1,29117,18946,214817,262880,77
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2016,2,22340,9,5,25,111930,49168,999130,1160228,77
Belarus,BLR,Europe & Central Asia,Upper middle income,2016,2,55140,6,5,6,478368,155884,3103665,3737917,74
Belize,BLZ,Latin America & Caribbean,Upper middle income,2016,7,650,6,7,7,18388,19818,60684,98890,74
Bermuda,BMU,North America,High income,2016,2,10,5,5,4,1220,1182,15378,17780,81
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2016,13,22010,7,9,4,384813,1106522,2124493,3615828,71
Brazil,BRA,Latin America & Caribbean,Upper middle income,2016,2,447080,9,6,12,10146878,9744185,45028754,64919817,75
Barbados,BRB,Latin America & Caribbean,High income,2016,4,1290,7,5,8,6905,9428,76841,93174,79
Bhutan,BTN,South Asia,Lower middle income,2016,2,930,4,7,2,20518,71735,129337,221590,71
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2016,20,6630,6,8,21,116808,594403,401808,1113019,68
Central African Republic,CAF,Sub-Saharan Africa,Low income,2016,49,210,5,2,6,422224,3228300,956539,4607063,52
Canada,CAN,North America,High income,2016,2,556830,11,5,7,907555,424395,8078668,9410618,82
Switzerland,CHE,Europe & Central Asia,High income,2016,2,39670,11,5,5,214360,82664,1900849,2197873,84
Chile,CHL,Latin America & Caribbean,High income,2016,3,86490,9,5,7,505649,291301,3491640,4288590,80
China,CHN,East Asia & Pacific,Upper middle income,2016,2,9874660,5,4,5,36187304,24902751,310204381,371294436,76
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2016,7,9590,3,4,3,783653,9046860,3588318,13418831,57
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2016,6,9080,4,3,4,972488,9324693,4022546,14319727,58
Colombia,COL,Latin America & Caribbean,Upper middle income,2016,6,82680,8,4,9,2027640,1403918,7688695,11120253,77
Comoros,COM,Sub-Saharan Africa,Lower middle income,2016,2,220,5,5,8,23292,125426,115987,264705,64
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2016,4,8080,7,7,9,152551,90957,809024,1052532,80
Cuba,CUB,Latin America & Caribbean,Upper middle income,2016,2,27170,12,5,2,328936,256462,2806650,3392048,79
Cyprus,CYP,Europe & Central Asia,High income,2016,2,7220,7,6,13,26960,11360,256909,295229,81
Germany,DEU,Europe & Central Asia,High income,2016,2,747150,11,5,4,1937141,975592,23829341,26742074,81
Djibouti,DJI,Middle East & North Africa,Lower middle income,2016,14,420,3,4,26,33454,272081,164595,470130,65
Dominica,DMA,Latin America & Caribbean,Upper middle income,2016,5,180,5,5,4,2268,3204,19174,24646,75
Denmark,DNK,Europe & Central Asia,High income,2016,2,35320,10,5,6,115146,71674,1451898,1638718,81
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2016,7,24590,6,4,7,474502,784851,2085170,3344523,73
Algeria,DZA,Middle East & North Africa,Lower middle income,2016,3,154910,7,7,10,1184780,1716609,7007974,9909363,76
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2016,10,39810,7,4,5,703670,697031,2807420,4208121,76
Eritrea,ERI,Sub-Saharan Africa,Low income,2016,2,660,4,5,6,271262,1544266,927076,2742604,65
Spain,ESP,Europe & Central Asia,High income,2016,2,247030,9,4,20,884009,504088,11013426,12401523,83
Estonia,EST,Europe & Central Asia,High income,2016,2,15990,6,5,7,44527,18520,392397,455444,78
Ethiopia,ETH,Sub-Saharan Africa,Low income,2016,14,14970,4,5,2,2851050,24764044,12236106,39851200,65
Finland,FIN,Europe & Central Asia,High income,2016,2,45700,9,7,9,175853,36679,1415177,1627709,81
Fiji,FJI,East Asia & Pacific,Upper middle income,2016,6,1520,3,5,4,27965,52840,245475,326280,67
France,FRA,Europe & Central Asia,High income,2016,2,313920,11,5,10,1880594,757348,14866293,17504235,83
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2016,15,6420,3,3,21,57809,289887,285760,633456,65
United Kingdom,GBR,Europe & Central Asia,High income,2016,2,380810,10,5,5,1241383,1001217,16742624,18985224,81
Georgia,GEO,Europe & Central Asia,Upper middle income,2016,8,9650,8,4,17,141955,105092,1244801,1491848,73
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2016,8,16070,3,4,6,878315,7111442,4761361,12751118,63
Guinea,GIN,Sub-Saharan Africa,Low income,2016,2,2820,5,3,5,481323,5251607,2115805,7848735,60
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2016,2,310,8,2,6,83177,600541,315960,999678,57
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2016,2,6660,3,5,9,31512,315197,152360,499069,58
Greece,GRC,Europe & Central Asia,High income,2016,2,66850,8,5,24,240994,139694,2927823,3308511,81
Grenada,GRD,Latin America & Caribbean,Upper middle income,2016,2,280,4,5,4,2976,3972,25307,32255,72
Greenland,GRL,Europe & Central Asia,High income,2016,2,10,5,11,4,3584,1257,15148,19989,72
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2016,16,17490,6,3,3,881775,1193831,2818300,4893906,74
Guam,GUM,East Asia & Pacific,High income,2016,2,10,5,5,5,4449,6186,35944,46579,79
Guyana,GUY,Latin America & Caribbean,Upper middle income,2016,6,2480,4,5,13,49089,62786,191758,303633,69
Honduras,HND,Latin America & Caribbean,Lower middle income,2016,14,9470,8,5,7,373952,448708,1601074,2423734,75
Croatia,HRV,Europe & Central Asia,High income,2016,2,16880,7,5,13,154950,44545,1262924,1462419,78
Haiti,HTI,Latin America & Caribbean,Lower middle income,2016,43,3360,5,1,14,838946,2453744,2733731,6026421,63
Hungary,HUN,Europe & Central Asia,High income,2016,2,44250,7,5,5,344351,117794,3235407,3697552,76
Indonesia,IDN,East Asia & Pacific,Lower middle income,2016,7,482510,3,4,4,5317134,17986841,53524222,76828197,71
India,IND,South Asia,Lower middle income,2016,14,2195250,4,4,5,50122108,158681751,255353221,464157080,69
Ireland,IRL,Europe & Central Asia,High income,2016,2,38820,7,4,8,88021,47335,999540,1134896,82
Iraq,IRQ,Middle East & North Africa,Upper middle income,2016,19,142230,3,5,11,4006033,1713321,6248077,11967431,70
Iceland,ISL,Europe & Central Asia,High income,2016,2,1630,8,7,3,6495,3227,63722,73444,82
Israel,ISR,Middle East & North Africa,High income,2016,2,64980,7,6,5,150513,104387,1464322,1719222,82
Italy,ITA,Europe & Central Asia,High income,2016,2,333340,9,4,12,1119645,560414,15916544,17596603,83
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2016,9,7570,6,5,13,59047,110316,570273,739636,74
Jordan,JOR,Middle East & North Africa,Upper middle income,2016,7,24820,7,3,15,190870,307188,1351058,1849116,74
Japan,JPN,East Asia & Pacific,High income,2016,2,1167790,11,3,3,3267794,1979374,30930864,36178032,84
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2016,2,202150,3,3,5,859966,607825,4282764,5750555,72
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2016,23,19110,5,5,3,1149213,10802501,6013473,17965187,65
Cambodia,KHM,East Asia & Pacific,Lower middle income,2016,8,11070,6,3,1,524862,1780183,3036171,5341216,69
Kiribati,KIR,East Asia & Pacific,Lower middle income,2016,3,70,9,10,4,4702,16973,34704,56379,68
Kuwait,KWT,Middle East & North Africa,High income,2016,2,91550,5,6,2,72941,67638,520373,660952,75
Lebanon,LBN,Middle East & North Africa,Lower middle income,2016,6,27810,8,2,10,126606,130499,1086975,1344080,79
Liberia,LBR,Sub-Saharan Africa,Low income,2016,36,1410,10,2,3,110487,1364475,628846,2103808,63
Libya,LBY,Middle East & North Africa,Upper middle income,2016,2,50950,5,5,20,527630,143490,1156446,1827566,72
Sri Lanka,LKA,South Asia,Lower middle income,2016,5,21930,4,5,4,721171,590151,4235908,5547230,76
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2016,32,690,9,8,23,169439,1145361,446823,1761623,52
Lithuania,LTU,Europe & Central Asia,High income,2016,2,11200,7,4,8,154814,50057,974119,1178990,75
Luxembourg,LUX,Europe & Central Asia,High income,2016,2,8850,5,5,6,13536,5767,121566,140869,83
Latvia,LVA,Europe & Central Asia,High income,2016,2,7150,6,5,10,85679,35554,659528,780761,75
Morocco,MAR,Middle East & North Africa,Lower middle income,2016,4,60320,5,5,9,1123778,1709597,7248942,10082317,76
Monaco,MCO,Europe & Central Asia,High income,2016,2,10,2,1,4,975,521,12133,13629,75
Moldova,MDA,Europe & Central Asia,Upper middle income,2016,2,8140,8,6,4,162986,112981,1194281,1470248,72
Madagascar,MDG,Sub-Saharan Africa,Low income,2016,42,3180,5,3,2,576994,6469075,3759391,10805460,66
Maldives,MDV,South Asia,Upper middle income,2016,2,1760,10,4,6,7496,17183,58882,83561,78
Mexico,MEX,Latin America & Caribbean,Upper middle income,2016,6,473310,6,5,4,4617132,3853912,23550662,32021706,75
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2016,2,180,17,15,4,2575,4187,14128,20890,75
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2016,3,7300,6,5,24,60176,39763,642196,742135,75
Mali,MLI,Sub-Saharan Africa,Low income,2016,3,4670,4,3,8,785125,10541210,3201312,14527647,58
Malta,MLT,Middle East & North Africa,High income,2016,2,1350,9,5,5,9012,5676,104384,119072,82
Myanmar,MMR,East Asia & Pacific,Lower middle income,2016,4,21860,5,2,1,1869196,5884064,12281025,20034285,66
Montenegro,MNE,Europe & Central Asia,Upper middle income,2016,2,2150,9,5,18,21342,7693,180910,209945,76
Mongolia,MNG,East Asia & Pacific,Lower middle income,2016,7,18170,4,5,7,171239,179892,764574,1115705,69
Northern Mariana Islands,MNP,East Asia & Pacific,High income,2016,2,10,5,5,4,1529,1274,12168,14971,75
Mozambique,MOZ,Sub-Saharan Africa,Low income,2016,32,7280,7,6,3,950629,12607178,4099490,17657297,58
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2016,8,3260,3,2,10,103369,682419,488428,1274216,64
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2016,6,4040,6,5,7,30369,39578,336757,406704,74
Malawi,MWI,Sub-Saharan Africa,Low income,2016,16,1120,11,5,6,408326,5189009,2355867,7953202,63
Malaysia,MYS,East Asia & Pacific,Upper middle income,2016,4,235960,4,5,3,784585,1234672,5215453,7234710,76
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2016,20,4130,9,11,23,100874,549512,361781,1012167,63
Niger,NER,Sub-Saharan Africa,Low income,2016,2,2110,5,3,1,792036,11341084,3058148,15191268,61
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2016,9,110830,4,5,7,5428544,85901410,29811144,121141098,54
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2016,18,5380,8,4,4,170570,234077,1020566,1425213,74
Netherlands,NLD,Europe & Central Asia,High income,2016,2,158540,10,5,6,344829,187571,4086538,4618938,82
Norway,NOR,Europe & Central Asia,High income,2016,2,38760,11,8,5,122117,58276,1135894,1316287,82
Nepal,NPL,South Asia,Lower middle income,2016,4,10410,5,4,3,882345,3091084,5365146,9338575,70
Nauru,NRU,East Asia & Pacific,High income,2016,2,60,11,6,4,602,878,2488,3968,75
New Zealand,NZL,East Asia & Pacific,High income,2016,2,31190,9,6,5,152380,43823,956072,1152275,82
Oman,OMN,Middle East & North Africa,High income,2016,8,72130,4,5,3,173800,113303,571141,858244,77
Pakistan,PAK,South Asia,Lower middle income,2016,12,181110,3,3,4,5938856,51287018,38844960,96070834,67
Panama,PAN,Latin America & Caribbean,High income,2016,8,10770,7,3,3,113570,160091,642576,916237,78
Peru,PER,Latin America & Caribbean,Upper middle income,2016,7,56860,5,4,4,843542,1696453,4801034,7341029,76
Philippines,PHL,East Asia & Pacific,Lower middle income,2016,9,121960,4,4,3,3105671,8998455,20078964,32183090,71
Palau,PLW,East Asia & Pacific,Upper middle income,2016,2,250,12,6,4,1014,1039,6002,8055,75
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2016,23,7660,2,5,2,391044,1889093,1833823,4113960,64
Poland,POL,Europe & Central Asia,High income,2016,2,299800,7,5,6,1432788,551758,10420150,12404696,78
Puerto Rico,PRI,Latin America & Caribbean,High income,2016,2,10,5,5,12,114389,81874,871209,1067472,79
Portugal,PRT,Europe & Central Asia,High income,2016,2,48760,9,5,11,217893,194882,2855021,3267796,81
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2016,8,7180,7,5,5,226508,266371,1141936,1634815,74
Qatar,QAT,Middle East & North Africa,High income,2016,2,86920,3,5,0,80414,29887,288518,398819,80
Romania,ROU,Europe & Central Asia,High income,2016,2,71590,5,3,6,705282,421733,6338399,7465414,75
Rwanda,RWA,Sub-Saharan Africa,Low income,2016,35,1160,7,3,1,436846,2263839,1686311,4386996,68
Saudi Arabia,SAU,Middle East & North Africa,High income,2016,4,561230,6,9,6,1980780,649277,5044184,7674241,75
Sudan,SDN,Sub-Saharan Africa,Low income,2016,12,21130,5,5,18,1438030,5160834,6771233,13370097,65
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2016,10,10130,4,5,4,340946,3175625,2155535,5672106,67
Singapore,SGP,East Asia & Pacific,High income,2016,2,46100,4,3,4,89946,80481,819949,990376,83
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2016,18,360,5,12,1,37674,89704,173317,300695,72
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2016,26,930,17,3,5,279142,3307689,1314401,4901232,53
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2016,10,7170,8,4,4,362869,232717,1157378,1752964,73
San Marino,SMR,Europe & Central Asia,High income,2016,2,10,7,5,4,729,353,7765,8847,75
Somalia,SOM,Sub-Saharan Africa,Low income,2016,60,660,5,5,19,1044568,8974864,2762662,12782094,56
Serbia,SRB,Europe & Central Asia,Upper middle income,2016,4,46620,8,4,15,271284,122266,2854815,3248365,76
South Sudan,SSD,Sub-Saharan Africa,Low income,2016,2,1730,5,2,12,420676,3971992,1263717,5656385,57
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2016,13,130,6,5,14,4171,18419,31550,54140,70
Suriname,SUR,Latin America & Caribbean,Upper middle income,2016,8,2950,6,6,8,24121,36616,129945,190682,71
Slovenia,SVN,Europe & Central Asia,High income,2016,2,13900,8,5,8,85807,21441,501700,608948,81
Sweden,SWE,Europe & Central Asia,High income,2016,2,38780,11,8,7,236954,102804,2339414,2679172,82
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2016,13,840,7,5,23,68127,417776,200408,686311,57
Seychelles,SYC,Sub-Saharan Africa,High income,2016,2,580,5,4,4,3007,4636,22870,30513,74
Chad,TCD,Sub-Saharan Africa,Low income,2016,28,2210,5,2,1,566363,8354586,2256107,11177056,53
Togo,TGO,Sub-Saharan Africa,Low income,2016,21,2300,5,4,3,241852,2294814,1114775,3651441,60
Thailand,THA,East Asia & Pacific,Upper middle income,2016,8,261600,4,4,1,2612921,2816084,14486294,19915299,76
Tajikistan,TJK,Europe & Central Asia,Lower middle income,2016,2,6090,7,6,7,237944,758089,1656005,2652038,70
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2016,3,73340,7,5,4,131708,325280,1125920,1582908,68
Tonga,TON,East Asia & Pacific,Upper middle income,2016,2,150,5,5,3,2132,5392,20033,27557,71
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2016,7,18310,7,4,3,52245,47729,345369,445343,73
Tunisia,TUN,Middle East & North Africa,Lower middle income,2016,2,29610,7,7,16,299235,271670,2222393,2793298,76
